,date,text
583,2020-04-05 19:15:03,"Immigrant children don’t belong in detention, especially in the middle of a pandemic when a number of them and staff are showing symptoms of coronavirus. For the safety of these children’s lives, HHS must accelerate their release. "
584,2020-04-05 19:14:45,"Just heard S. Korea sent this to all infected patients so they wouldn't leave their homes. Considering the 1st case of Covid was discovered in both countries on the same day, it's hard not to be depressed &amp; angry at how differently our leadership is handling it #coronavirus pic.twitter.com/OjaxwN5tj4"
585,2020-04-05 19:14:22,just corona things 
586,2020-04-05 19:13:29,"""We will be with our friends again; we will be with our families again; we will meet again."" In a deeply moving and personal message, the Queen has called on the country to ""remain united and resolute"" to overcome the #coronavirus crisis. More on this: https://trib.al/EqDtjmy"
587,2020-04-05 19:12:55,"Queen Elizabeth delivers calming, compassionate message on dealing with separation during the COVID-19 pandemic crisis. Long live The Queen! "
588,2020-04-05 19:12:53,Here is the Queen’s address to her subjects about the coronavirus crisis. It is just the fifth time in her 68 years as Sovereign that she has given such an address...her address after Princess Diana’s death being the most well-known example. 
589,2020-04-05 19:12:47,"""I hope in the years to come everyone will be able to take pride in how they responded to this challenge"" The Queen thanks people for staying at home to protect the vulnerable ""and sparing many families the pain already felt"" from coronavirus http://bbc.in/CoronavirusQueenCommonwealth"
590,2020-04-05 19:12:22,A striking and important message from Her Majesty the Queen on coming together and standing with all nations to tackle #coronavirus. Such strength to draw on - a vital reminder that we will succeed and better days will return.
591,2020-04-05 19:12:00,"Followers and friends as I have fully recovered from the full Symptoms of COVID-19, I have returned to the NHS as a First Emergency Responder and Re-Validating my Registered Nurse Status to help with frontline care . I will limit posting for a while. #StayHomeSaveLives G x"
592,2020-04-05 19:11:42,"It is a scientific fact that #Covid_19 can spread through large gatherings of people. For those who insist on ignoring this fact &amp; going to church, I remind you of Matthew 4:7 (ESV) “Again it is written, ‘You shall not put the Lord your God to the test.’”"
593,2020-04-05 19:09:53,Finding the ‘New Normal’ Amidst the COVID-19 Pandemic https://www.theepochtimes.com/finding-the-new-normal-amidst-the-covid-19-pandemic_3293339.html via @epochtimes
594,2020-04-05 19:09:52,VIDEO: Queen Elizabeth II addresses the UK and the Commonwealth on the battle against coronavirus. It's only the 5th time she has given such a speech in her 68-year reign 
595,2020-04-05 19:09:50,"Queen Elizabeth II’s rare televised address on the Coronavirus was pretty inspiring. As she herself said, it echoed the speech she and her sister Margaret delivered in 1940. Call me sentimental, but I was deeply moved."
596,2020-04-05 19:08:55,"Please keep Irish legend Terry Hanratty in your prayers as he fights the CoronaVirus. Give em hell, Terry! #FightLikeaChampionToday "
597,2020-04-05 19:08:28,"USA #coronavirus #COVID19 madness. People have gone bonkers, although many already were..."
598,2020-04-05 19:07:12,If you love these soles please show me some luv and rate 5 
599,2020-04-05 19:06:38, Read the #QueensSpeech on coronavirus in full: 'We will succeed and better days will come' 
600,2020-04-05 19:06:22,Full interview with @BillGates:
601,2020-04-05 19:05:50,"Queen Elizabeth II says the UK ""will succeed"" in its fight against coronavirus but may have ""more still to endure"", in a rare address to the nation http://bbc.in/CoronavirusQueenCommonwealth"
602,2020-04-05 19:05:40,Me since this corona shit started pic.twitter.com/XQIfb7mOxC
603,2020-04-05 19:03:25,#Contagion will scare the shit out of black people...they even calling it the corona virus movie... pic.twitter.com/fanDIqTq7t
604,2020-04-05 19:03:17,"#FilmyourHospital #FilmyourHospitals Last night the corporate media reported A HUGE SPIKE IN CORONA VIRUS DEATHS IN ONE DAY... TODAY: Mt Sinai Hospital, Central Park New York April 5TH 2020.. been here all afternoon... Ghost town.. NO WAR ZONE, NO AMBULANCES JUST BIRDS CHIRPING. "
605,2020-04-05 19:03:07,Live Bible #prophecy Update concerning the #coronavirus with Calvary Chapel Pastor @jdfarag Watch it Live on YouTube Now
606,2020-04-05 19:01:27,UK found that some of the testing kits for COVID-19 were contaminated with the virus 
607,2020-04-05 19:01:00,What are we missing in the fight against coronavirus? @BillGates explains:
608,2020-04-05 18:59:49,every time I post new data showing African-Americans are dying from covid at 3X their population some Really Smart Man jumps into to insist it’s just because they’re already poor and are more likely to have underlying conditions like this is some big gotcha
609,2020-04-05 18:59:42,Which one of these eggs will not get Corona? 
610,2020-04-05 18:59:36,Mad north Indians celebrating corona #9baje9mintues
611,2020-04-05 18:59:33,"This is not just the ray of light, this is d hope that we will win the fight against Corona. This light is d rows of happiness driving away darkness. Today d entire nation stands united in this fight against Corona. Prayers @drmonika_langeh #9pm9minute #IndiaFightsCorona"
612,2020-04-05 18:58:20,"3 take aways from today's #9baje9mintues tribute to health workers *First,India has a potential to save huge amount of electricity, evident from 32000 MW reduction in 9 minutes *Our Power grid &amp; engineers are world class *Our PM is a Mass leader, Ppl take his call seriously"
613,2020-04-05 18:57:32,Please use these responsibly
614,2020-04-05 18:57:13,Neve t‘malisheves tonat t‘zezat babo edhe Corona edhe Rriqnat 
615,2020-04-05 18:56:44,Child abuse is a virus far more virulent and widespread than covid_9 eradicate both Break the silence Save a child
616,2020-04-05 18:56:34,Matt Hancock has called on Premier League footballers to donate a portion of their wages to struggling hospices. I’m all for that but why is he not calling on Jacob Rees-Mogg to donate profits he’s actually likely to make on the back of this crisis https://www.theguardian.com/business/2020/apr/05/rees-mogg-firm-accused-of-cashing-in-on-coronavirus-crisis
617,2020-04-05 18:55:49,This needs attention.
618,2020-04-05 18:55:48,#Coronavirus now third-leading cause of death in US 
619,2020-04-05 18:54:38,For our unity & corona fighters #9PM9minute #COVID2019india
620,2020-04-05 18:54:36,#Contagion will scare the shit out of black people...they even calling it the corona virus movie... pic.twitter.com/49MiYHlbJH
621,2020-04-05 18:52:44,"Assessed 3 patients today, all newly diagnosed with cancer and all told they will not be considered for treatment because of Covid. All will die sooner than they would have. These are the figures that are not recorded #tipoftheiceberg"
622,2020-04-05 18:51:47,Ya'll ain't got shit on me! You hear me?! #UtawezanaChallenge pic.twitter.com/jdV4qv2ZF6
623,2020-04-05 18:51:31,"If you can sacrifice one person to end the Coronavirus right now, who would it be and why Devin Nunes?"
624,2020-04-05 18:51:15,"""Corona Virus was leaked from Laboratory in China"" &lt; @MaziNnamdiKanu"
625,2020-04-05 18:49:57,Israeli Doctors in the hospital are wearing a pictures of themselves so that patients will know who's treating them #coronavirus #Israel
626,2020-04-05 18:49:52,New video: Coronavirus and the American death cult. https://www.youtube.com/watch?v=vG37wwhbS88
627,2020-04-05 18:48:16,I suspect this is true (source The Economist): total deaths due to COVID greatly exceed deaths attributed to COVID. 
628,2020-04-05 18:47:27,"Is there any remaining doubt that this is how @realDonaldTrump will be ranked by historians? The tragedy is so many are living - and dying - this historic coronavirus tragedy now (on top of migrant caging, Charlottesville etc) with no way to compel him to do anything different. "
629,2020-04-05 18:47:22,"After a pandemic shutdown order, ""most all"" of Las Vegas' big casinos and hotels donated more than 180 tons of food to the Three Square Food Bank serving the region's needy. The Trumps' 64-story Vegas hotel? ""No, they have not been a donor."""
630,2020-04-05 18:46:42,Did you manage to stay in today? #selfishpricks #coronavirus 
631,2020-04-05 18:45:31,"What a relief and a comfort to read this I’ve been feeling terrible for feeling so much better lately, but the truth is working from home means I’m sleeping, eating and exercising better Anyone else finding this? #MentalHealthAwareness"
632,2020-04-05 18:45:25,"W Bengal govt has issued an order, which states that death of a Covid +ive patient, wouldn’t be reported as death due to Covid till a Committee decides! By this Mamata Banerjee has taken away power of the treating doctor, who signs the death certificate, from writing the reason. "
633,2020-04-05 18:42:54,"We are sorry to announce that another member of our nursing family, Liz Glanister, has sadly passed away from COVID-19. "
634,2020-04-05 18:42:10,I missed wearing my white tux SO much I decided to do a bbq for the fam in it #stayhome #staysafe #whitetuxslade #Covid_19
635,2020-04-05 18:40:36,"Coronavirus scammers use fake 'pop-up' COVID-19 testing sites to steal DNA, personal information in Kentucky https://abc13.co/3bSaef7"
636,2020-04-05 18:40:21,Italy records the lowest #Coronavirus death toll in over two weeks: AFP news agency quoting officials
637,2020-04-05 18:38:33,"ever since all this corona stuff has started, we’ve been getting old ricegum back and I AM HERE FOR IT!! his streams are dope "
638,2020-04-05 18:38:29,"Devin Nunes went on Fox this morning and talked about the coronavirus and homelessness: “It’s largely due because we let our criminals out...I call it zombie apocalypse, because a lot of these people have done drugs for a long period of time.” "
639,2020-04-05 18:36:57,"MAGA southern govs are allowing churches to be open to ensure COVID-19 spreads in their states. Trump ensured they have more ventilators, masks, protective gear than blue states. It'll be interesting to see which churchgoers get treatment vs which are left to die. #TrumpGenocide"
640,2020-04-05 18:36:23,"Total Cases Of Coronavirus 1st March - 5th April, Coronavirus Bar Chart Race USA Surpass 300K Cases Spain Surpass Italy France, Germany Surpass China Turkey at 9th Rank India and Pakistan Added In Graph Now, China Is Out Of Top 5 #Covid_19 #coronavirus "
641,2020-04-05 18:34:47,"Today, after being deemed #COVID19 free by my doctor, I was able to reunite with my family in Miami. Though still a bit weak, I feel well, &amp; I applied to participate in the @RedCross plasma donation to help those with serious or immediately life-threatening COVID-19 infections."
642,2020-04-05 18:34:04,"WATCH: While speaking about the economic impact of COVID-19 on Nevada, Gov. Sisolak says ""lives are more important to us than the money. I have no economy if I don't save peoples' lives."" https://on.msnbc.com/2ULkEr6"
643,2020-04-05 18:34:04,#weareleeds #Covid_19 I’m proud of you Leeds.
644,2020-04-05 18:33:01,"Contagion was acted in 2011, Bill Gates warned us about Corona in 2015 "
645,2020-04-05 18:32:41,Judge Mike talks Covid and the Constitution https://youtu.be/ldG7VAKogos via @YouTube
646,2020-04-05 18:32:22,You probably just have corona
647,2020-04-05 18:32:21,What should #primarycare be doing to prepare for the wider spread of covid-19 and future pandemics? - 
648,2020-04-05 18:32:21,Take a wild guess who the Scottish media demand stand down over Coronavirus... 
649,2020-04-05 18:31:56,"For the record: I did light a diya; Said a prayer too for docs/nurses fighting corona. Didn’t take a picture because I don’t see this as a photo op. Instead I have resolved to support 9 families of daily wagers through an NGO I support. Hope you will too! Gnight, shubhratri."
650,2020-04-05 18:31:39,FWD. i want to thank God my mom is getting her discharge papers today its been 13. Days in the hospital but you kicked Corona COVIT-19 in the butt with double pneumonia i want to thank everyone for praying for us prayer warriors by his stripes she was healed . Christy k pic.twitter.com/otNsLe5BC6
651,2020-04-05 18:31:31,"Yes, yes it is. @realDonaldTrump in 2014 and now. #coronavirus "
652,2020-04-05 18:31:10,"We are sorry to announce that another member of our healthcare family, Midwife Lynsay Coventry, has sadly passed away from COVID-19. "
653,2020-04-05 18:30:01,Fox News 'willfully and maliciously deceived public' about coronavirus 
654,2020-04-05 18:28:50,Be prepared to start hearing a lot more of this - as if we have ever come close to accurately counting deaths from the flu or other respiratory viruses that primarily kill older folks with serious preexisting conditions...
655,2020-04-05 18:27:34,Asad umar warns corona virus May test pakistan health system is comings weeks ..... 
656,2020-04-05 18:25:11,New Commentary: Strategies for Disseminating and Implementing COVID‐19 Public Health Prevention Practices in Rural Areas; Beth Prusaczyk #COVID2019
657,2020-04-05 18:23:43,There’s been a bit of an unpleasant and inaccurate narrative over recent days that the majority of COVID-19 deaths were people who were “at death’s door” in any case. That they died “with” rather than “of” the disease. I want to address that. 1/8
658,2020-04-05 18:22:49,"Tableeghi Jamat, scores of Mullahs and thousands of Muslim tiktoyias actually believed that Namaz, Imaan and mosques will save them from corona. But she attacks Hindus who never said the chants were about fighting corona. Such a vicious anti Hindu bigot gets space in media "
659,2020-04-05 18:22:33,"Her: It's awful, I have to take a Uber Me: 10 million people were fired, 3.5 million lost their healthcare, my nurse friend cries every day before going to work, wondering when she'll get COVID-19 and how many people she'll see dying, I'm so sorry you have to take a Uber Karen"
660,2020-04-05 18:21:16,"France, Germany and Italy reported a drop in Covid-19 deaths. I hope this continues! #coronavirus"
661,2020-04-05 18:21:16,adding to my imessage gc -were a family so dont fuck w us -sit on ft and play crazy 8’s -18+ -crackwhores only -make the best friends you will ever find -find a boo?? fave/rt/dm me to join (i will be consulting w my members to see if we should add u or not) #QuarantinedQueers
662,2020-04-05 18:21:07,This is the Queen’s most important moment tonight. Nothing since World War 2 has impacted Britain like this devastating coronavirus crisis. Her Majesty’s words will be a huge comfort to many people. We are so lucky to have her. 
663,2020-04-05 18:20:30,CONFIRMED: Mr. Potato Head tests positive for Coronavirus 
664,2020-04-05 18:20:10,"I talked to migrants in ICE detention after they learned one of them might have Covid-19. They screamed for masks and help, but were instead put under quarantine and given no information. Some are now begging to be deported: "
665,2020-04-05 18:20:04,I wrote on this topic in today’s Wall Street Journal. There are high odds that one of these antibody drugs will succeed. They can be developed quickly because the basis for their safety and effectiveness is already well understood. They deserve attention
666,2020-04-05 18:19:57,Congratulations @AnnelieseDodds on your appointment as Shadow Chancellor. It’s never been more important to work together and I’d like to invite you to an economic briefing (on zoom) to discuss the measures we are putting in place to protect jobs and business through coronavirus.
667,2020-04-05 18:19:44,"Domestic violence is unfortunately on the rise during this pandemic - the Senate and Jim Inhofe have had the Violence Against Women Act sitting on their desks for over a year. Now is the time for action, retweet if you agree. #VoteThemOut"
668,2020-04-05 18:19:42,"I have to post it... “Kill you, corona virus “ "
669,2020-04-05 18:19:34,"Nonna Ada, 104 years old, recovers from Covid 19 in Lombardy. Everything is possible. In alto i cuori. "
670,2020-04-05 18:18:45,There is no scheduled coronavirus press conference for today.
671,2020-04-05 18:17:31,His ski trip was cancelled due to Coronavirus so he took one in quarantine anyway... 
672,2020-04-05 18:16:56,They talking bout corona and I been the sickest #LongLiveJulioo 
673,2020-04-05 18:16:33,Don't waste water in fear of Corona. Be responsible and turn of that tap for the 20 seconds that you wash your hands 
674,2020-04-05 18:16:29,"On Night 2 of WrestleMania 36, Vince McMahon meets COVID-19 in a Loser Leaves Town Match. More in sports. "
675,2020-04-05 18:15:55,Indian-US friendship India will supply all the malaria drugs to US to cure for corona #GameChanger #IndiaUS #HelpingHands @realDonaldTrump @narendramodi
676,2020-04-05 18:15:24,#Covid_19 Meanwhile Dentist in war on corona. 
677,2020-04-05 18:14:56,THREAD: If we'd taken certain steps in winter - and recognized #coronavirus had characteristics we always feared in its balance between transmissibility and lethality - we may be in different position now. Let's not have to say in the fall we wish we'd done more in the spring.
678,2020-04-05 18:14:27,Salute! #9baje9mintues
679,2020-04-05 18:13:42,The battle to prevent Americans from understanding what went down January to April is going to be one of the biggest propaganda and freedom of information fights in modern US history. https://www.nytimes.com/2020/04/05/us/coronavirus-deaths-undercount.html Data erasure and the manufacture of mass confusion have already begun.
680,2020-04-05 18:12:14,"The imaginary Governor of Lagos State, Gbadamosi preaching safety & social distancing measures at the coronavirus birthday of Madam Funke Akindele #NigeriaWillPrevail"
681,2020-04-05 18:11:44,A new threat emerges among the coronavirus pandemic; An ever growing Barron Trump threatens to take over the planet 
682,2020-04-05 18:11:35,"We’re bringing in new regulations, which mean, from Tuesday, all workplaces in Wales will have to apply the 2m social distancing rule. We’re the first in the UK to make this law and we’re doing so to protect our workers and stop the spread of coronavirus. "
683,2020-04-05 18:10:24,"Trump is managing #COVID with one objective: to stay in power. And every Republican leader is supporting him. He incompetently sabotaged the preparedness, ignored the signs, refuses to support his experts. 1/14"
684,2020-04-05 18:09:49,"I believe coronavirus is real threat for sure, but how far do we let government go in controlling us? Are we moving toward a police state? "
685,2020-04-05 18:09:48,"Dear Corona, pls sign off. I want to travel. #ShaistaLodhi #QuarantineLife #Covid_19"
686,2020-04-05 18:09:21,#FilmYourHospital is exposing media lies everywhere:
687,2020-04-05 18:07:07,A broken care system filled with profiteering firms has been shamefully abandoned to #coronavirus by the state - my @theipaper column asking why old and disabled people don't seem to count in our society
688,2020-04-05 18:06:35,ZYI executive meeting to take up a newly project on covid 19 inshallah 
689,2020-04-05 18:06:22,"Present situation of all Gods Science... it works, Bitches!! #atheism #athiestdeejay #coronavirus pic.twitter.com/16mVYFwlpQ"
690,2020-04-05 18:06:11,To ALL of our grocery store workers who work tirelessly to ensure Texans have the supplies they need: Thank YOU! Everyone across our state appreciates your hard work to help Texans respond to the #coronavirus. God bless you and God bless Texas. #txlege #COVID19
691,2020-04-05 18:04:27,"The media Left demands that @realDonaldTrump curtail OUR liberties but never raises the question of whether he should curtail THEIRS. If religious freedom can be curbed to fight #Coronavirus, couldn’t the same rationale be invoked to justify curbing freedom of the press?"
692,2020-04-05 18:04:21,"It's a dictatorship of distraction Trump, McConnell have no morals when it comes to using death and misery to ram thru unqualified judges, allow dirty air, commit new impeachable offenses It's time to call BS on their shock doctrine. Read my new column"
693,2020-04-05 18:04:13,Using Coronavirus to pressure artists into commissioning your nasty ass. Not even once. pic.twitter.com/qYnzmla2WT
694,2020-04-05 18:04:13,these quarantimes: covid series. 
695,2020-04-05 18:04:12,"Aerial footage has shown people sunbathing in London parks, ignoring social distancing advice amid the #coronavirus outbreak. The health secretary has warned outdoor exercise could be banned if people continue to flout the lockdown rules. More https://trib.al/gr5s2T9 pic.twitter.com/D9wQ6ZKLDK"
696,2020-04-05 18:03:11,USA after things got back to normal due COVID-19 #coronavirus 
697,2020-04-05 18:02:56,Coronavirus is the serial killer on the loose. Allergies are the wind knocking on your window making you scared that he’s in the house.
698,2020-04-05 18:02:25,"Call me a SKEPTIC — but only a FOOL would believe there’s been a TOTAL of 3,329 COVID-19 deaths in CHINA. And the PANDEMIC originated there when neither the Chinese, nor anyone else, knew how to deal with it. HOGWASH. – at Garden Of Eden"
699,2020-04-05 18:01:42,CORONA CELEBRATION IN NEW INDIA @WHO @UN
700,2020-04-05 18:01:41,Let's dispel the darkness spread by coronavirus by lighting a candle. 
701,2020-04-05 18:00:26,Status of COVID-19 in the Holy Cities as of 5 April 2020 
702,2020-04-05 17:59:55,I said before that I was proud of the way that our Government has reacted to COVID ... but I think this move by the Taoiseach shows true leadership. 
703,2020-04-05 17:59:05,Are there any other countries handling Corona like Sweden? https://www.instagram.com/p/B-m7ce5DX01/?igshid=ynfk868s16c5
704,2020-04-05 17:59:03,Go Corona go#9pm9minutes #jai hind Jai bharat 
705,2020-04-05 17:58:55,Quarantine shirt
706,2020-04-05 17:58:50,Go Corona Stay home -Stay safe.. 
707,2020-04-05 17:58:00,‘New’ India: Let’s fight corona through science and discipline not irrationality and superstition friends.. this video says it all. #IndiaFightsCorona
708,2020-04-05 17:56:54,Wisdom from our elders #coronavirus 
709,2020-04-05 17:55:58,"According to Johns Hopkins University's tally of cases in the United States, there are at least 321, 762 cases of coronavirus in the U.S. 9,132 people have died in the U.S. from coronavirus."
710,2020-04-05 17:55:06,Siouxsie Wiles on NZ is unlikely to see a coronavirus outbreak #Sagacious
711,2020-04-05 17:53:45,The Corona Dance.. 
712,2020-04-05 17:53:43,".@wendellpotter says here that although we’ve had democratic candidates on the debate stage defending employer based healthcare rencently, he doubts that would be the case now that #Covid_19 has made 10mil unemployed. Let’s have a debate &amp; find out."
713,2020-04-05 17:52:51,One nation..for corona fighters #9PM9minute #PMOfIndia
714,2020-04-05 17:52:00,What a coronavirus pandemic looks like: What I will tell my grandchildren: 
715,2020-04-05 17:51:23,"Former vice president Joe Biden sharply criticized the Trump administration for firing Capt. Brett Crozier, who was removed as commander of the USS Theodore Roosevelt after speaking up about the handling of a coronavirus outbreak aboard the vessel. "
716,2020-04-05 17:50:37,We supported 490 families and 4760 individuals today along with distribution of hygiene kits because hygiene matters @CMOfficeUP @UPGovt @AdminLKO @cdolucknow @AIIndia @AnjaliTripathy2 @IamSandeepKhare @C9Khalid @AaiaravindKumar @shachi100 @PreetiMShah1 #COVID2019 #covidindia
717,2020-04-05 17:50:02,BREAKING: Bonanza Bros tests negative for Coronavirus 
718,2020-04-05 17:48:36,"We received complaint here yest regarding our compliance.We started investigation immediately. it’s unfortunate case during COVID-19 epidemic. As responsible company, want to clarify to you all that during such difficult times, we’re together to go through this tough phase. "
719,2020-04-05 17:48:28,TIMELINE: The Trump Administration's Decisive Actions to Combat the #Coronavirus --&gt; 
720,2020-04-05 17:48:15,Light for Unity! We all are in this together and we will defeat Chinese Corona! #IndiaFightsCorona pic.twitter.com/SPJsqDqrD0
721,2020-04-05 17:47:28,D.C. projects a coronavirus surge in July instead of mid-April because the city government relies on a model that assumes many people will not comply with social distancing. The crowds at the fish market are a prime example of that https://www.washingtonpost.com/local/coronavirus-peak-dc-maryland-virginia/2020/04/03/0636bc6c-75cf-11ea-87da-77a8136c1a6d_story.html
722,2020-04-05 17:47:20,Corona died #GokarunaGo @taapsee
723,2020-04-05 17:47:13,Insane - huge scandal over testing about to unfold in this country- why are we still short tests? “Official Counts Understate the U.S. Coronavirus Death Toll” - The New York Times 
724,2020-04-05 17:46:51,Muslim Coalition Against COVID-19 Launches N500 Million Appeal Fund. 45 reputable organizations come together to for the coalition Let do it together. All Nigerians will benefit from this intervention and Relief efforts pic.twitter.com/doZAkV3lui
725,2020-04-05 17:45:46,Any intel on how well Putin was able to contain COVID-19 at the Russia-China border?
726,2020-04-05 17:45:41, Heartbreaking. i hate corona 
727,2020-04-05 17:44:43,"In a big boost to equip the medical fraternity in their battle against COVID-19, Indian Railways is going to manufacture Personal Protective Equipment Garments on a large scale. "
728,2020-04-05 17:44:37,Bharath fight to corona 
729,2020-04-05 17:42:47,#calexit @YesCalifornia @syjebraily1 California can be a strong country. #coronavirus 
730,2020-04-05 17:42:14,i’m sorry i don’t want to be a bitch but i just cannot let this outfit slide pic.twitter.com/HBKFBK9T9o
731,2020-04-05 17:42:01,Since we have so much bullshit floating around. 99% by Xbox guys. (PS4 experts) The PS4 CONSOLE REVEAL was June 2013. The PS5 CONSOLE will be REVEALED around the same time. (subject to change covid-19) 5 months before launch. Don't be a mental midget like Xbox guys! pic.twitter.com/qGZsYnRpHm
732,2020-04-05 17:41:43,‘Listen you peasants. Stay at home or I’ll set the corgis on you!’ #QueensSpeech #Coronavirus #Covid_19
733,2020-04-05 17:40:01,"In the midst of a crisis, it’s extremely disappointing to see the Govt turning on, and blaming, the NHS. We need real leadership now from the Govt - that includes taking responsibility for the lack of PPE, inadequate testing and poor preparedness."
734,2020-04-05 17:39:03,With great love and respect. Hats off to our doctors. We as Indian will fight against Corona and soon we will get recovery. Hats off doctors. #CoronaHarega #IndiaBattlesCoronavirus
735,2020-04-05 17:38:59,Finally someone was able to articulate how I’ve been feeling. This is fascinating.
736,2020-04-05 17:38:41,My dad has 22 patients of Corona under him! He underwent testing and his reports are negative! Reasons to be happy #9baje9mintues
737,2020-04-05 17:38:27,The guys blaming Covid-19 on unregulated Chinese wet markets over there are the same guys who don't want any regulation over here. #SundayThoughts
738,2020-04-05 17:37:57,"BREAKING: Franklin Graham says people are dying of Coronavirus because man sinned against god No, you idiot. People are dying of Coronavirus because it took Trump #70Days to take the virus seriously People are dying because we lack PPE, ventilators &amp; a coherent national plan"
739,2020-04-05 17:37:24,"You just went on TV & YOU compared #Covid_19 to deaths from opiods &amp; cigarettes. &amp; you got called out about by Chris Wallace. You are throwing your credibility away every day &amp; have been for months. It actually could be longer, but I didn't know who you were until #coronavirus. "
740,2020-04-05 17:36:35,#Kasaragod Medical College. &lt;3 Converted the new administrative block into a #COVID-19 Hospital. A team of 26 including doctors and medical staff will arrive there shortly to fight against Coronavirus. 
741,2020-04-05 17:36:01,"200406 Lysn OP is thinking of Seulgi ""Unnie should I eat all the corona (so it goes away)????? I miss unnie ㅠㅠㅠㅠㅠㅠ"" Seulgi: Don't eat corona ㅠ "
742,2020-04-05 17:35:50,That picture doesn't need any caption #Covid_19
743,2020-04-05 17:34:45,"While I was sitting in my garden this afternoon enjoying the lovely sun, I kept thinking of these families squashed in tiny flats in tower blocks - isolation is very different for them"
744,2020-04-05 17:34:42,"Just curious, did the flu disappear when COVID-19 appeared? I haven’t heard anything about the flu. "
745,2020-04-05 17:33:20,"#Thread Imagine not being able to access information/news on #Coronavirus? It's just one challenge for #Rohingyas living in the world's largest refugee camp after the #Bangladesh govt cut off internet in the camps last Sept. ""We don't know about #coronavirus,” says Saydur. "
746,2020-04-05 17:33:13,"Jerome Adams informs Chris Wallace that more people will die from smoking than coronavirus. Remember that time cigarette smoke shut down the economy, trapped people at home &amp; flooded emergency rooms beyond capacity? The Trump WH is filled with incompetent clowns. #HowWeGotHere"
747,2020-04-05 17:31:05,Amazing happy go corona go Diwali we are proud of u #Narendra_Modi_ji 
748,2020-04-05 17:30:21,"Now that I have more information, I can tell you about my personal #Covid_19 experience that most of you had no idea I was going through. MrB is in a high risk career field and within 24 hours of coming home was informed he MAY have been exposed to the virus. 1/"
749,2020-04-05 17:30:00,"Thank you for doing your bit in the fight against #coronavirus. Stay home, protect the NHS and save lives. #StayHomeSaveLives"
750,2020-04-05 17:29:53,"Heartbreaking news. May Capt. Brett E. Crozier feel the force of admiration and support from millions of his fellow Americans. Heal, hero."
751,2020-04-05 17:29:25,"A Coronavirus is patient died in Madina and got buried alongside 10,000 Sahaba in Jannat ul Baqi. "
752,2020-04-05 17:28:57,"Most virologists agree that once you have gotten Covid 19 &amp; recovered, which is OVER 95% of people who get it... You will become immune to it &amp; 99.9% not going to get it twice.. SO WHY WOULD THEY PUSH FOR A VACCINE FOR EVERY AMERICAN?? WHY NOT JUST VULNERABLE PPL? U know why!"
753,2020-04-05 17:28:45,Corona will definitely go one day but what about stupidity? #9Minute9baje
754,2020-04-05 17:27:21,A horrific reason Trump may not be eager to get more people tested: More testing would help us cope with COVID-19 — but at the cost of revealing a higher death toll from the disease Trump did far too little too late to contain and then mitigate 
755,2020-04-05 17:27:02,Just come away from 60 people in the street having a 'covid' street party. Un-fucking-belivable ! #coronavirus
756,2020-04-05 17:26:31,"#COVID19SA Programme of Action | Call for #SocialSolidarity from our alliance of over 190 social movements,unions,community orgs &amp; NGOs. All sectors &amp; people must work toward: 1. Income security for all (salaries must be paid, retrenchments halted &amp; social grant system extended)"
757,2020-04-05 17:26:16,Bored #quarantinedqueers
758,2020-04-05 17:25:17, 3 Countries - 3 Stories - 1 Movie : The Truman Show #coronavirus 
759,2020-04-05 17:25:12,"Elder Jeffrey R. Holland, a Latter-day Saint apostle, spoke about the coronavirus today at the church's #GeneralConference https://www.sltrib.com/religion/2020/04/05/latest-sundays-lds/"
760,2020-04-05 17:25:11,ISKCON UK badly hit by COVID-19 with 21 positive and 5 devotees dead 1000 devotees attended a funeral &amp; got infected. Many remain untested. ISKCON admits it should have cancelled it A case similar to #TabhleegiJamaat but no one is demonising Hindus in UK
761,2020-04-05 17:22:25,Israel embassy lights up lamps in solidarity with India's fight against COVID-19 Read @ANI Story | https://www.aninews.in/news/world/asia/israel-embassy-lights-up-lamps-in-solidarity-with-indias-fight-against-covid-1920200405224147/
762,2020-04-05 17:21:41,"Is deliberately spreading a deadly pathogen around the world a crime against humanity? If it isn't, what is? #China #XiJinping #coronavirus #COVID2019 #MakeChinaPay"
763,2020-04-05 17:20:56,"Incompetence is deadly enough on its own, but malice and corruption are never far behind in this administration. Trump & his gang must be watched more carefully than ever now. my op-ed:"
764,2020-04-05 17:20:37,"Tom Dempsey was born with a half of a right foot. He got a tryout with the Chargers as part of a season ticket promotion. He kicked a 63-yard FG that stood as the NFL record for 28 years. The Coronavirus has taken his life, but his story will last forever https://www.instagram.com/p/B-m2v0ijyOb/?igshid=1dqvmtjxa9sec"
765,2020-04-05 17:20:32,Captain Crozier Tests Positive for Covid-19 
766,2020-04-05 17:20:04,we’re *thisclose* to Trump announcing the cure for coronavirus is Jesus blood 
767,2020-04-05 17:19:10,My uncles (77) partner of 45+ years died a week past tuesday of Cancer. No one can go to her funeral. My uncle (mums brother and reletive we are closest too and see all the time) is in Crosshouse hospital on a ventilator with #Corona. he went in at 3pm yesterda He has diabities.
768,2020-04-05 17:18:59,Chicago’s black population is 29%. 70% of those who’ve died from covid in Chicago are African-American. 
769,2020-04-05 17:18:55,"death is release! life is the burden! may we hail the coronavirus, for it has revealed the secrets of Anti-Life! "
770,2020-04-05 17:18:48,Gaza garment factory shifts production to masks amid coronavirus 
