State,County,County FIPS Code,2010 Population,CO          8-hr (ppm),Pb           3-mo (µg/m3),NO2         AM (ppb),NO2          1-hr (ppb),O3            8-hr (ppm),PM10        24-hr (µg/m3) ,PM2.5W,PM2.5     24-hr (µg/m3) ,SO2         1-hr (ppb)
Puerto Rico,"Bayamón Municipio, Puerto Rico",72021,208116,IN,ND,ND,ND,ND,ND,12.6,44,IN
Puerto Rico,"Caguas Municipio, Puerto Rico",72025,142893,3,ND,ND,ND,ND,ND,IN,IN,ND
Puerto Rico,"Cataño Municipio, Puerto Rico",72033,28140,ND,ND,ND,ND,0.017,82,ND,ND,IN
Puerto Rico,"Fajardo Municipio, Puerto Rico",72053,36993,ND,ND,ND,ND,ND,ND,IN,IN,ND
Puerto Rico,"Guayama Municipio, Puerto Rico",72057,45362,ND,ND,ND,ND,ND,ND,IN,IN,7
Puerto Rico,"Guayanilla Municipio, Puerto Rico",72059,21581,ND,ND,ND,ND,ND,ND,IN,IN,ND
Puerto Rico,"Guaynabo Municipio, Puerto Rico",72061,97924,1,ND,IN,IN,ND,IN,IN,42,ND
Puerto Rico,"Humacao Municipio, Puerto Rico",72069,58466,ND,ND,ND,ND,ND,ND,IN,IN,ND
Puerto Rico,"Lares Municipio, Puerto Rico",72081,30753,ND,ND,ND,ND,ND,ND,IN,IN,ND
Puerto Rico,"Mayagüez Municipio, Puerto Rico",72097,89080,ND,ND,ND,ND,ND,ND,IN,IN,ND
Puerto Rico,"Ponce Municipio, Puerto Rico",72113,166327,2,ND,ND,ND,ND,120,IN,39,ND
Puerto Rico,"San Juan Municipio, Puerto Rico",72127,395326,ND,ND,ND,ND,ND,ND,IN,IN,ND
